EDOPro_ID,Card_Name,Type,ATK,DEF,Level,Race,Attribute,Description
160008008,Antsgiving,Monster,100,1500,1,2048,16,Ants who always give thanks to their comrades for their support. They're determined to further incre...
160008009,Lauan Adventurers,Monster,1500,0,4,1024,8,"Adventurers who seek unknown land. They originally competed to see how far they could fly, but at so..."
160008010,Germalewe,Monster,1500,400,4,128,4,A violent entity that lives in the world of flames. Not even the bones of its prey are left behind.
160008011,Sevens Road Sorcerer,Monster,1300,100,4,2,32,"[REQUIREMENT]
Send 3 face-up monsters from your field to the Graveyard.
[EFFECT]
Special Summon 1..."
160008012,Rhythmical Performer,Monster,500,900,3,1048576,2,"[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[EFFECT]
Your opponent sends the t..."
160008013,Executie Feena,Monster,1700,500,6,1048576,4,"[REQUIREMENT]
If your opponent has a face-up monster with 1700 or more ATK on their field, send the ..."
160008014,Shearkyrie the Celestial Seamstress,Monster,500,0,1,4,16,"[REQUIREMENT]
If you have no other monsters on your field, place 1 card from your hand on the bottom..."
160008015,Mecha Ambulator,Monster,1200,400,3,32,8,"[REQUIREMENT]
You Normal Summoned this card this turn and have a face-up WIND Attribute Normal Mons..."
160008016,Player C39: Home Run Smasher,Monster,2500,2000,8,1,4,"[REQUIREMENT]
Shuffle 3 Level 4 FIRE Attribute monsters from your Graveyard into the Deck.
[EFFECT]
..."
160008017,Kamaleon,Monster,1000,600,3,524288,8,"[REQUIREMENT]
Pay 300 LP.
[EFFECT]
Send the top 3 cards of your Deck to the Graveyard. Then, if a..."
160008018,Clawmeleon,Monster,1400,0,4,524288,1,"[REQUIREMENT]
If your opponent has a face-down monster on their field, send the top 2 cards of your ..."
160008019,Fiery Infernleon,Monster,1600,1000,6,524288,4,"[REQUIREMENT]
If your LP are lower than your opponent's, pay 600 LP.
[EFFECT]
Send the top 3 card..."
160008020,Metal Megaleon,Monster,1700,1000,6,524288,1,"[REQUIREMENT]
If your LP are lower than your opponent's, pay 600 LP.
[EFFECT]
Send the top 3 card..."
160008021,Predator Ganleon,Monster,2500,600,7,524288,32,"[REQUIREMENT]
If your LP are 1000 or lower, send the top 5 cards of your Deck to the Graveyard.
[EFF..."
160008022,Ecdysis Caesarleon,Monster,2000,0,8,524288,32,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
This card gains ATK equal to [the number of cards in your Gra..."
160008023,Spyturtle,Monster,800,1300,4,524288,16,"[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[EFFECT]
Reduce the Level of 1 fac..."
160008024,Rocketortoise Modularchelon,Monster,2500,1600,8,524288,4,"[REQUIREMENT]
Send up to 2 other face-up Reptile Type monsters from your field to the Graveyard.
[..."
160008025,Zap Zap Octospark,Monster,1600,800,6,4096,2,"[REQUIREMENT]
You Normal Summoned this card this turn and have a face-up Thunder Type Normal Monste..."
160008026,Lightning Bringer Spirit,Monster,800,1200,2,4096,1,"[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[EFFECT]
Shuffle 1 card from your opp..."
160008027,Sensor Duckbill,Monster,800,600,3,4096,2,"[REQUIREMENT]
Place 1 card from your hand on the bottom of the Deck.
[EFFECT]
Add 1 Level 5 or highe..."
160008028,Emitter Stag,Monster,1100,0,3,4096,16,"[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[EFFECT]
Reduce the Level of 1 fac..."
160008029,Blast Jaws,Monster,1200,0,3,4096,2,"[REQUIREMENT]
If your opponent has 1 or less cards in their hand, shuffle 1 Thunder Type monster fr..."
160008030,Stormbolt Destroyer,Monster,2400,1600,7,4096,2,"[REQUIREMENT]
Your opponent has 2 or less cards in their hand.
[EFFECT]
Special Summon 1 Level 4 ..."
160008031,Thunder Cavalry Triggerdrago,Monster,2500,1500,7,4096,16,"[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[EFFECT]
This card gains 300 ATK unti..."
160008032,Master of the Sevens Road,Monster,3000,2100,9,2,32,"""Sevens Road Magician"" + ""Sevens Road Witch""

[REQUIREMENT]
None
[CONTINUOUS EFFECT]
This card gains..."
160008033,Hazy Strike Dragon Miragiastar F,Monster,3000,2000,9,268435456,32,"""Illusion Strike Dragon Miragias"" + ""The Dragon""

[REQUIREMENT]
Send the top card of your Deck to th..."
160008034,Endless Romance Blitz,Monster,2800,2500,9,536870912,4,"""Folder Blitz the Infinite Dream"" + ""Romanpick""

[REQUIREMENT]
Shuffle 1 ""Folder Blitz the Infini..."
160008035,Hero of the Assist,Monster,2600,2000,8,1,1,"""Hero of the Yeast"" + ""Hero of the Yeast""

[REQUIREMENT]
None
[EFFECT]
Add 1 Level 4 or lower W..."
160008036,Semeterasu the Divine Ruler,Monster,3000,3000,9,1073741824,16,"""Semeruler the Dark Summoner"" + ""Needlkyrie the Celestia Seamstress""

[REQUIREMENT]
None
[MULTI-CHOI..."
160008037,Meika Etraynze the Shadow Flower Venus,Monster,3000,2500,9,1024,1,"""Etraynze the Shadow Flower Ninja"" + ""Etraynze the Shadow Flower Ninja""

[REQUIREMENT]
None
[EFF..."
160008038,Durga the Shadow Flower Submarine,Monster,2800,2000,9,1024,1,"""Gatling the Shadow Flower Shinobi"" + ""Lindo the Shadow Flower Warrior""

[REQUIREMENT]
Your opponent..."
160008039,Metarion King Cobrastar,Monster,3000,2500,9,67108864,16,"""Imaginary Actor"" + ""Snake Clown""

[REQUIREMENT]
Send 1 card from your hand to the Graveyard.
[M..."
160008040,Poseigyon Advencharger,Monster,2600,1800,7,4096,2,"""Anglercoilfish"" + ""Pluggyfish""

[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[EFF..."
160008041,Showering Seaferno,Monster,2800,2400,8,4096,2,"""Zap Zap Octospark"" + ""Pluggyfish""

[REQUIREMENT]
None
[EFFECT]
Add 1 ""Zapzap Octospark"" from y..."
160008042,Prime Roast Beef Horseman,Monster,2400,1800,7,16384,4,"""Barbeque Ox"" + ""Mystic Roastman""

[REQUIREMENT]
During your Main Phase that you Special Summoned..."
160008043,"Hormone GunMcQueen, the Magnificent Shichirin",Monster,2900,1400,9,16384,4,"""Shichirin Samurai - Kushiro the Skewer Master"" + ""Flavor Inspector""

[REQUIREMENT]
Shuffle 2 ""Shich..."
160008044,Ether Fast Striker,Monster,2400,2000,8,1,32,"""Ether Seeker"" + ""Ether Finder""

[REQUIREMENT]
Place 1 ""Fusion"" from your Graveyard on either the..."
160008045,Vulcan Ignite Hyperdrive,Spell,0,0,0,0,0,"[REQUIREMENT]
You have a face-up FIRE Attribute Warrior Type Maximum Monster on your field.
[EFFEC..."
160008046,Royal Rebel's Echo,Spell,0,0,0,0,0,"[REQUIREMENT]
Place 1 card from your hand on the bottom of the Deck.
[EFFECT]
Special Summon 1 Le..."
160008047,Shadow Flower Flurry,Spell,0,0,0,0,0,"[REQUIREMENT]
Send 1 face-up Plant Type monster from your field to the Graveyard.
[EFFECT]
Change 1 ..."
160008048,Shadow Flower Wish,Spell,0,0,0,0,0,"[REQUIREMENT]
If you have a Plant Type monster in your Graveyard, send 2 face-up Plant Type monster..."
160008049,Tag-Up-Magic Sacrifice Force,Spell,0,0,0,0,0,"[REQUIREMENT]
Send 1 face-up FIRE Attribute monster from your field to the Graveyard.
[EFFECT]
Sp..."
160008050,Bobbleheader,Spell,0,0,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Add up to 2 ""Feverous Spirit Stadium"" and/or ""Tag-Up-Magic Sacrifice For..."
160008051,Release Wrath,Spell,0,0,0,0,0,"[REQUIREMENT]
If your opponent has a monster on their field, pay 1000 LP.
[EFFECT]
Send the top 5..."
160008052,Fire Wrath,Spell,0,0,0,0,0,"[REQUIREMENT]
Send 2 Reptile Type monsters from your hand to the Graveyard.
[EFFECT]
Destroy 1 face-..."
160008053,Spy Observation,Spell,0,0,0,0,0,"[REQUIREMENT]
You have 2 or more face-up Reptile Type monsters on your field.
[EFFECT]
Excavate t..."
160008054,Destructurtle Meteor,Spell,0,0,0,0,0,"[REQUIREMENT]
None
[EFFECT]
2 face-up Reptile Type monsters on your field and 1 face-up Level 8 o..."
160008055,Clapping Thunder,Spell,0,0,0,0,0,"[REQUIREMENT]
You have 2 or more face-up Thunder Type monsters on your field.
[EFFECT]
All face-u..."
160008056,Trailblitzing Thunderblast,Spell,0,0,0,0,0,"[REQUIREMENT]
You have a face-up Thunder Type monster on your field.
[EFFECT]
Destroy 1 Spell/Trap C..."
160008057,Parallel Birth Gate,Spell,0,0,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Send the top card of your Deck to the Graveyard. Then, if you have no..."
160008058,"Makiu, the Magical Mist (Rush)",Spell,0,0,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Destroy all face-up monsters on your opponent's field with DEF less t..."
160008059,Jurassic Oasis,Spell,0,0,0,0,0,"[REQUIREMENT]
Activate this card by sending the top 2 cards of your Deck to the Graveyard while you..."
160008060,Buried Shield,Trap,0,0,0,0,0,"[REQUIREMENT]
When your opponent Normal Summons a monster, place 1 Field Spell Card from your Grave..."
160008061,Wrath of Light,Trap,0,0,0,0,0,"[REQUIREMENT]
When your opponent Normal or Special Summons a Level 7 or higher monster face-up while..."
160008062,Ultimate Fighting Spirit,Trap,0,0,0,0,0,"[REQUIREMENT]
When an opponent's Level 9 or lower monster declares an attack targeting your Defense..."
160008063,Sakuretsu Force,Trap,0,0,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack, shuffle 3 monsters from your Graveyard..."
160008064,Electrical Discharge,Trap,0,0,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack, shuffle 2 Thunder Type monsters from y..."
160008065,Maid's Baneful Gift,Trap,0,0,0,0,0,"[REQUIREMENT]
When a monster(s) on your field is destroyed by an opponent's attack or their card eff..."
160009000,Barrel Dragon (Rush),Monster,2600,2200,7,32,32,"[REQUIREMENT]
None
[EFFECT]
Choose 1 monster on your opponent's field, and toss a coin 3 times. I..."
160009001,Milky Wave Neo,Monster,2500,1000,7,2147483648,8,"A new galactic warrior born from the river of stars, the Milky Way. They fight by gathering massive ..."
160009002,Galactica Oblivion,Monster,2500,2500,7,2147483648,16,War To Zen! Awesome True Goodnight!
160009003,Wooly Wonderland Ground Mouton,Monster,0,1500,1,16384,1,The newcomer of the Wooly Wonderland flock. A dyed-in-the-wool slacker.
160009004,Wooly Wonderland Pyro Wool,Monster,1400,800,4,16384,4,The elder of the Wooly Wonderland flock. It tries to ram through its decisions but the others refuse...
160009005,Wooly Wonderland Night Mutton,Monster,1500,100,4,16384,32,"The most pensive of the Wooly Wonderland flock. Something of a black sheep, it prefers to stick to i..."
160009006,Princess of the Flock - Miss Mutton,Monster,2500,1600,7,16384,16,"Baa-dum, baa-dum, baa-dum, baa-dum, baaaaa-dum! The sheep's in the meadow, the cow's in the corn! Yo..."
160009007,One Year Broom,Monster,300,1300,2,1,1,A broom with a soul. It's said those who wield this broom work hard to get things done.
160009008,Decennium Mystic Sword,Monster,200,1400,3,1,1,A sword with a soul. Those who wield this sword are encouraged to bide their time and wait to make t...
160009009,Centennial Wooden Blade,Monster,100,1500,4,1,1,"A wooden sword with a soul. It's said as it's exchanged hands, it's seen people's fortunes wax and w..."
160009010,Atlas Combat Beetle,Monster,1500,0,4,2048,32,A type of beetle that fights over dark tree sap. It has more power than you can even imagine.
160009011,Protector of the Throne (Rush),Monster,800,1500,4,1,1,"While the king is away, this queen protects his throne with a mighty defense."
160009012,Griffore (Rush),Monster,1200,1500,4,16384,1,This monster's tough hide deflects almost any attack.
160009013,Black Handshaker,Monster,800,1000,2,2147483648,32,"[REQUIREMENT]
None
[EFFECT]
Shuffle 1 card from your opponent's Graveyard into the Deck. Then, if..."
160009014,Astro Rescue,Monster,1000,1100,3,2147483648,2,"[REQUIREMENT]
Your opponent has a monster on their field and you have 2 face-up Normal Monsters on y..."
160009015,Ozone Layer,Monster,1200,900,3,2147483648,8,"[REQUIREMENT]
Send 1 card from your hand to the Graveyard.
[EFFECT]
This turn, 1 face-up Galaxy T..."
160009016,Transam Ephyrai,Monster,1200,500,4,2147483648,16,"[REQUIREMENT]
If your opponent has a monster on their field, send the top card of your Deck to the G..."
160009017,Satellite Pegasus,Monster,1300,600,4,2147483648,16,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Send the top card of your D..."
160009018,Great Cosmonarch,Monster,2400,1700,7,2147483648,4,"[REQUIREMENT]
Send 1 card from your hand to the Graveyard.
[EFFECT]
This card gains 800 ATK until..."
160009019,Jointech Rex,Monster,2500,1500,7,32,1,"[REQUIREMENT]
During the turn you Normal Summoned this card, shuffle 3 monsters from your Graveyard..."
160009020,Wooly Wonderland Planewe,Monster,1100,200,3,16384,1,"[REQUIREMENT]
You have a face-up Beast Type Normal Monster on your field.
[EFFECT]
Set 1 ""Meet and G..."
160009021,Poet Fairy,Monster,600,0,1,2,8,"[REQUIREMENT]
If your opponent has a monster on their field during the turn you Normal Summoned thi..."
160009022,Swordfish Vanguard Gaju,Monster,700,300,2,262144,2,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Set 1 ""Dolphin Counterattac..."
160009023,Princess Ladybug White,Monster,700,1300,4,2048,16,"[REQUIREMENT]
Change this card's battle position (Attack Position becomes face-up Defense Position,..."
160009024,Pakupakuchu,Monster,100,100,1,16384,16,"[REQUIREMENT]
If you have no other monsters on your field, place 1 Beast Type monster from your Grav..."
160009025,Swapling Silkworm Fibron,Monster,100,1000,1,2048,1,"[REQUIREMENT]
If you have another face-up Insect Type monster on your field, send the top 2 cards of..."
160009026,Therappi,Monster,200,1200,3,524288,1,"[REQUIREMENT]
Shuffle 2 Reptile Type monsters from your Graveyard into the Deck.
[EFFECT]
Gain 50..."
160009027,Rapid Carriearth,Monster,700,1200,3,32,1,"[REQUIREMENT]
If your opponent has 3 monsters on their field, shuffle 3 EARTH Attribute Machine Typ..."
160009028,Dramoth Caterpillar,Monster,1000,0,3,2048,1,"[REQUIREMENT]
Send 1 Insect Type monster from your hand to the Graveyard.
[EFFECT]
Draw 1 card."
160009029,Shitotsu the Talismanic Warrior,Monster,1000,1000,4,1,2,"[REQUIREMENT]
If the only face-up monsters on your field are Warrior Type monsters, place 1 card fr..."
160009030,Bio Mechamantis,Monster,1200,0,4,2048,1,"[REQUIREMENT]
Shuffle 1 Insect Type monster from your Graveyard into the Deck.
[EFFECT]
1 face-up..."
160009031,Crusher Drone,Monster,1200,200,4,32,1,"[REQUIREMENT]
If you have another face-up EARTH Attribute Machine Type monster on your field, send ..."
160009032,Ravenous Insect Matiless,Monster,1700,1400,6,2048,1,"[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[EFFECT]
1 face-up Insect Type mon..."
160009033,Executie Fermi,Monster,1800,500,6,2147483648,16,"[REQUIREMENT]
If you have a face-up Normal Monster on your field, send the top card of your Deck to ..."
160009034,Anglered Digra,Monster,2400,1600,7,2048,1,"[REQUIREMENT]
None
[EFFECT]
Send the top 2 cards of your Deck to the Graveyard. Then, if an Insec..."
160009035,Ground Cerberus,Monster,2400,2000,8,32,1,"[REQUIREMENT]
None
[EFFECT]
Inflict damage to your opponent equal to [the number of face-up EARTH..."
160009036,Dynas Dorcus the Beetle King,Monster,2500,1700,8,2048,1,"[REQUIREMENT]
Shuffle 3 monsters from your Graveyard into the Deck.
[EFFECT]
Destroy 1 face-up Level..."
160009037,Sevensgias the Magical Dragon Knight,Monster,3000,2500,10,134217728,32,"""Sevens Road Magician"" + ""Multistrike Dragon Dragias""

[REQUIREMENT]
If your opponent has a face-..."
160009038,Constructor Ridge Wyrm Handtoolon,Monster,2500,1300,7,8388608,1,"""Constructor Warrior Shovelon"" + ""Picklon the Constructor Fairy""

[REQUIREMENT]
Send the top card..."
160009039,Meika Etraynzeyes the Shadow Flower Lunatic,Monster,0,0,8,1024,1,"""Etraynze the Shadow Flower Ninja"" + ""Etraynze the Shadow Flower Ninja""

[REQUIREMENT]
Send the t..."
160009040,Hero of the Sweep,Monster,2500,2500,8,1,1,"""Hero of the Yeast"" + ""One Year Broom""

[REQUIREMENT]
Send the top card of your Deck to the Grave..."
160009041,Samurai of the Wooden Sword,Monster,2500,2500,8,1,1,"""Masaki the Legendary Samurai"" + ""Centennial Wooden Blade""

[REQUIREMENT]
During your Main Phase ..."
160009042,Surge Vortex Dragoon,Monster,2500,0,8,4096,16,"""Surge Bolt Lizard"" + ""Surge Bolt Lizard""

[REQUIREMENT]
Your opponent has a face-up monster on t..."
160009043,Meteor Charge,Spell,0,0,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Choose 1 face-up Galaxy Type monster on your field. If it attacks a D..."
160009044,Meet and Greed,Spell,0,0,0,0,0,"[REQUIREMENT]
Send 2 cards from your hand to the Graveyard.
[EFFECT]
Choose 1 face-up Beast Type Nor..."
160009045,Future Mining,Spell,0,0,0,0,0,"[REQUIREMENT]
Your opponent has 2 or more face-up monsters on their field.
[EFFECT]
Excavate the ..."
160009046,Sword Skill - Ruler's Slash,Spell,0,0,0,0,0,"[REQUIREMENT]
If your opponent has a Spell/Trap Card on their field, shuffle 1 Level 8 Warrior Type..."
160009047,Defense Destroying Sword,Spell,0,0,0,0,0,"[REQUIREMENT]
You have a face-up EARTH Attribute Normal Monster on your field.
[EFFECT]
Destroy 1..."
160009048,Telegraphed Strike,Spell,0,0,0,0,0,"[REQUIREMENT]
Send 1 EARTH Attribute monster from your hand to the Graveyard.
[EFFECT]
Draw 1 card. ..."
160009049,Sunny Forest,Spell,0,0,0,0,0,"[REQUIREMENT]
None
[EFFECT]
While this card is face-up in the Field Zone, face-up Defense Positio..."
160009050,Insect Rampage,Spell,0,0,0,0,0,"[REQUIREMENT]
Shuffle 2 monsters from your Graveyard into the Deck.
[EFFECT]
All face-up Insect T..."
160009051,Intruding Beetles,Spell,0,0,0,0,0,"[REQUIREMENT]
If 2 or more face-up Insect Type monsters are on the field, send 1 card from your hand..."
160009052,Executie Up!,Spell,0,0,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Choose 2 face-up monsters with different Types on your field. This turn,..."
160009053,Ghost Cyclone,Spell,0,0,0,0,0,"[REQUIREMENT]
You have no monsters on your field.
[EFFECT]
Destroy 1 Spell/Trap Card on your oppo..."
160009054,Strange Wall,Trap,0,0,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack while you have a Galaxy Type monster in..."
160009055,Wooly Wonderland - Graveyard Grudge,Trap,0,0,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack targeting your Attack Position Beast Typ..."
160009056,Lucky Mask of Omens,Trap,0,0,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack.
[EFFECT]
1 face-up Warrior Type mons..."
160009057,Card Reprinting,Trap,0,0,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack.
[EFFECT]
Draw until you have 5 cards..."
160009058,Security Hole,Trap,0,0,0,0,0,"[REQUIREMENT]
When an opponent's Level 8 or lower monster declares an attack while you have a face-..."
160009059,Demolisher Wyrm Roar,Trap,0,0,0,0,0,"[REQUIREMENT]
When your opponent Normal Summons a Level 7 or higher monster while you have a face-up..."
160009060,Climax Clash,Trap,0,0,0,0,0,"[REQUIREMENT]
When your EARTH Attribute monster is destroyed by an opponent's attack.
[EFFECT]
Infli..."
160009061,Engage and Strike!,Trap,0,0,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack.
[EFFECT]
Inflict damage to your oppo..."
160009062,Anciant Barrier,Trap,0,0,0,0,0,"[REQUIREMENT]
When an opponent's Level 8 or lower monster declares an attack, shuffle 2 Insect Type..."
160009063,Ignoring Insect,Trap,0,0,0,0,0,"[REQUIREMENT]
When your opponent Normal or Special Summons a monster.
[EFFECT]
Change up to 3 Att..."
160009064,Hunting Strawberries,Trap,0,0,0,0,0,"[REQUIREMENT]
When a Spell/Trap Card on your field is destroyed by an opponent's card effect.
[EFF..."
160009065,Crisis at the Sacred Tower,Trap,0,0,0,0,0,"[REQUIREMENT]
When your opponent Normal Summons a Level 7 or higher monster.
[EFFECT]
Change 1 fa..."
160010000,Abyss Soldier (Rush),Monster,1800,1300,4,64,2,"[REQUIREMENT]
Send 1 WATER Attribute monster from your hand to the Graveyard.
[EFFECT]
Return 1 c..."
160010001,Wooly Wonderland Aqua Sheep,Monster,1000,500,2,16384,2,The most buoyant of the Wooly Wonderland flock. It always remains serene and laid-baaack.
160010002,Wooly Wonderland Thunder Rambda,Monster,1200,400,3,16384,16,"The most lambent of the Wooly Wonderland flock. It conducts the others' activities, always with a tw..."
160010003,Wooly Wonderland Air Aries,Monster,1300,200,3,16384,8,The free-roamer of the Wooly Wonderland flock. It remains blase even while others around are venting...
160010004,Hyosube (Rush),Monster,1500,900,4,64,2,"This amphibian is strong on the attack, but leaves much to be desired when defending."
160010005,Tutumes Dark Witch,Monster,1500,0,4,64,2,"An angelic ballerina who spares no effort. Because of her strong convictions, not even the most inte..."
160010006,Mean Mutt Blasting Bowwow,Monster,1300,1400,4,32768,32,A Mean Mutt who fights all his foes with a water pistol. The trust of his allies is... so-so.
160010007,Mean Mutt Bullblade,Monster,1400,400,4,32768,32,A Mean Mutt who threatens with a throaty deep voice. His ability to intimidate others is... so-so.
160010008,Mean Mutt Striking Kai Ken Knuckle,Monster,1500,0,4,32768,32,"A young Mean Mutt who is extremely motivated, but also pretty reckless. The strength of his grip is...."
160010009,Mean Mutt Blaster Chaka Chow Chow,Monster,800,2100,6,32768,32,"A scary Mean Mutt who usually isn't so scary, until he really gets angry. His determination is... so..."
160010010,Mean Mutt Apex Katana Danbiramatian,Monster,2400,1500,7,32768,32,The apex of the Mean Mutt who presides over his clumsy so-so subordinates. His proficiency is quite ...
160010011,Golden Statue MK-III,Monster,300,1500,3,524288,16,Its power source is AA Batteries. Its daily routine is to watch videos while taking a walk. It never...
160010012,Alien 33,Monster,1100,1100,3,524288,16,A workaholic professional who specializes in the designing and maintenance of spacecraft. He's part ...
160010013,Three Warping Witches,Monster,1300,300,3,524288,16,A trio of sisters who warp in unique poses. Their hobby is to frighten the operators of spaceships w...
160010014,"Count of the White Dwarf, St. Tremain",Monster,2500,1300,7,524288,16,"A count who has been rumored to live for over 300 years. Immediately after he gets a haircut, he can..."
160010015,Ichtyosterguard,Monster,0,1500,3,64,2,"An Ichthyostega soldier with incredible toughness. Since it wears hard and heavy armor, it is quite ..."
160010016,Nekogal #2 (Rush),Monster,1900,2000,6,32768,1,A fast and lethal creature with very dangerous claws.
160010018,Nitro Hound,Monster,400,400,2,128,4,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Inflict 400 damage to your opp..."
160010019,Dynamo Might,Monster,1100,1100,4,128,4,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Inflict 300 damage to your ..."
160010020,Chemicalized Salamander,Monster,2500,1500,7,128,4,"[REQUIREMENT]
Shuffle 3 Pyro Type monsters from your Graveyard into the Deck.
[EFFECT]
All face-up m..."
160010021,Parashroom Colony,Monster,1000,1000,4,2147483648,32,"[REQUIREMENT]
You have a face-up Level 7 or higher Galaxy Type monster on your field.
[EFFECT]
Sp..."
160010022,Burstray Gunman,Monster,1200,200,4,2147483648,32,"[REQUIREMENT]
Reveal 1 Level 7 or higher Galaxy Type monster in your hand.
[EFFECT]
Inflict damag..."
160010023,Star Trancer,Monster,1700,1200,6,2147483648,32,"[REQUIREMENT]
Send this face-up card from your field to the Graveyard.
[EFFECT]
Special Summon 1 ..."
160010024,Ultra Violady,Monster,2500,1800,8,2147483648,32,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
Neither player can Special Summon Level 7 monsters from th..."
160010025,Voidvelg Requiem,Monster,2500,2000,8,2147483648,32,"[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[EFFECT]
This card gains ATK equal to..."
160010026,Wooly Wonderland Wave Schaf,Monster,800,300,3,16384,2,"[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[EFFECT]
Gain 200 LP. If you have 3 o..."
160010027,Pandemonium Kappa Dive Wet,Monster,100,1000,3,64,2,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Shuffle Level 7 Normal Monster..."
160010029,Nuvia the Mischievous,Monster,1000,800,4,64,2,"[REQUIREMENT]
If you have 3 face-up Aqua Type monsters on your field, send the top card of your Deck..."
160010030,Dian Keto the Cure Prodigy,Monster,2500,1000,8,64,2,"[REQUIREMENT]
You have a face-up Field Spell Card on your field.
[EFFECT]
Draw 1 card and show it. T..."
160010031,Mean Mutt Duke Doberguardian,Monster,2400,1500,7,32768,32,"[REQUIREMENT]
None
[EFFECT]
Send the top 2 cards of your Deck to the Graveyard. Then, if you activat..."
160010032,Mean Mutt Sacred Shiba,Monster,2500,1800,8,32768,32,"[REQUIREMENT]
During your Main Phase that you Normal or Special Summoned this card.
[EFFECT]
Special..."
160010033,Beast Gear Sage Roller Stag,Monster,1700,2400,7,32768,1,"[REQUIREMENT]
During your Main Phase that you Normal or Special Summoned this card, pay 700 LP.
[E..."
160010034,Berry Fresh Happiness,Monster,100,500,1,64,2,"[REQUIREMENT]
Send 1 Aqua Type monster from your hand to the Graveyard.
[EFFECT]
This card gains ..."
160010035,Delirium Papillon,Monster,800,1200,2,2048,16,"[REQUIREMENT]
Change this Attack Position card to face-up Defense Position.
[EFFECT]
1 face-up mo..."
160010036,Splitter Slime,Monster,1000,500,3,64,2,"[REQUIREMENT]
Send 1 face-up monster with 1500 or more ATK from your field to the Graveyard.
[EFFE..."
160010037,Miginagi the Talismanic Warrior,Monster,1000,1000,3,1,1,"[REQUIREMENT]
If you have another face-up monster with 1000 ATK and 1000 DEF on your field, place 1..."
160010038,Rice Terrace Ripple,Monster,1000,1200,4,64,2,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Send the top 2 cards of you..."
160010039,Headhunters' Digmole,Monster,1200,700,4,32768,1,"[REQUIREMENT]
If you have 10 or more monsters in your Graveyard, shuffle 3 Beast-Warrior Type monst..."
160010040,Thunder Gazelle,Monster,1300,300,4,4096,4,"[REQUIREMENT]
If your opponent has no cards in their hand, shuffle 2 monsters from your Graveyard i..."
160010041,Man-Thro' Tro' (Rush),Monster,1000,1000,4,32768,1,"[REQUIREMENT]
Send 1 face-up Normal Monster from your field to the Graveyard.
[EFFECT]
Inflict 80..."
160010042,Abare Ushioni (Rush),Monster,1200,1200,4,32768,1,"[REQUIREMENT]
None
[EFFECT]
Toss a coin. If the result is heads, inflict 1000 damage to your oppo..."
160010043,Diabearical Lilith,Monster,2000,1500,4,1048576,32,"""Ama Lilith"" + ""Ice Pop Bear""

[REQUIREMENT]
None
[EFFECT]
Return 1 monster from your opponent'..."
160010044,Splendid Floor Master,Monster,2400,1200,6,2,2,"""Amazing Dealer"" + ""Amazing Dealer""

[REQUIREMENT]
Pay 600 LP.
[EFFECT]
Toss a coin. If the res..."
160010045,Eclipse,Spell,0,0,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Destroy 1 face-up monster on your field and 1 face-up monster with th..."
160010046,Beaming Bell Beam,Spell,0,0,0,0,0,"[REQUIREMENT]
If you have a ""Princess of the Flock - Miss Mutton"" face-up on your field, send 2 Beas..."
160010047,Embracing the Rain,Spell,0,0,0,0,0,"[REQUIREMENT]
A face-up Field Spell Card is on the field.
[EFFECT]
All face-up Normal Monsters on yo..."
160010048,Rainapolis,Spell,0,0,0,0,0,"[REQUIREMENT]
Activate this card if you have 2 or more face-up Aqua Type monsters on your field.
[EF..."
160010049,Kingdom of Bubbles,Spell,0,0,0,0,0,"[REQUIREMENT]
None
[EFFECT]
While this card is face-up in the Field Zone, face-up Aqua Type Normal M..."
